DATE,USD12MD156N
2020-05-06,0.79825
2020-05-07,0.78288
2020-05-08,.
2020-05-11,0.76563
2020-05-12,0.76875
2020-05-13,0.76938
2020-05-14,0.76175
2020-05-15,0.75538
2020-05-18,0.71825
2020-05-19,0.72188
2020-05-20,0.70638
2020-05-21,0.68488
2020-05-22,0.68175
2020-05-25,.
2020-05-26,0.67975
2020-05-27,0.6805
2020-05-28,0.67688
2020-05-29,0.6735
2020-06-01,0.6375
2020-06-02,0.6255
2020-06-03,0.6225
2020-06-04,0.62775
2020-06-05,0.634
2020-06-08,0.62988
2020-06-09,0.63275
2020-06-10,0.6455
2020-06-11,0.60463
2020-06-12,0.59338
2020-06-15,0.59075
2020-06-16,0.5855
2020-06-17,0.58388
2020-06-18,0.57738
2020-06-19,0.57575
2020-06-22,0.57375
2020-06-23,0.56538
2020-06-24,0.56375
2020-06-25,0.57038
2020-06-26,0.56625
2020-06-29,0.55588
2020-06-30,0.54575
2020-07-01,0.53325
2020-07-02,0.53863
2020-07-03,0.50563
2020-07-06,0.51563
2020-07-07,0.49225
2020-07-08,0.48813
2020-07-09,0.48413
2020-07-10,0.48013
2020-07-13,0.48125
2020-07-14,0.481
2020-07-15,0.47688
2020-07-16,0.4755
2020-07-17,0.47
2020-07-20,0.4685
2020-07-21,0.46438
2020-07-22,0.46325
2020-07-23,0.46213
2020-07-24,0.4595
2020-07-27,0.45688
2020-07-28,0.4605
2020-07-29,0.46113
2020-07-30,0.4565
2020-07-31,0.44863
2020-08-03,0.44675
2020-08-04,0.45088
2020-08-05,0.4435
2020-08-06,0.44638
2020-08-07,0.449
2020-08-10,0.45538
2020-08-11,0.45813
2020-08-12,0.45788
2020-08-13,0.4585
2020-08-14,0.46088
2020-08-17,0.46038
2020-08-18,0.44713
2020-08-19,0.44488
2020-08-20,0.44063
2020-08-21,0.441
2020-08-24,0.43913
2020-08-25,0.44
2020-08-26,0.44588
2020-08-27,0.44238
2020-08-28,0.44525
2020-08-31,.
2020-09-01,0.43263
2020-09-02,0.425
2020-09-03,0.42625
2020-09-04,0.421
2020-09-07,0.421
2020-09-08,0.427
2020-09-09,0.41475
2020-09-10,0.41413
2020-09-11,0.41388
2020-09-14,0.40263
2020-09-15,0.38575
2020-09-16,0.378
2020-09-17,0.37625
2020-09-18,0.37388
2020-09-21,0.3785
2020-09-22,0.3765
2020-09-23,0.37175
2020-09-24,0.37213
2020-09-25,0.36925
2020-09-28,0.3655
2020-09-29,0.35925
2020-09-30,0.36013
2020-10-01,0.35988
2020-10-02,0.3575
2020-10-05,0.34875
2020-10-06,0.34388
2020-10-07,0.34788
2020-10-08,0.3495
2020-10-09,0.34763
2020-10-12,0.34763
2020-10-13,0.3455
2020-10-14,0.344
2020-10-15,0.34775
2020-10-16,0.335
2020-10-19,0.33975
2020-10-20,0.33713
2020-10-21,0.33488
2020-10-22,0.33513
2020-10-23,0.33663
